-0.01133	-0.76																																																																																																																																																																																																																																																										
-0.01132	-0.92																																																																																																																																																																																																																																																										
-0.01131	-1																																																																																																																																																																																																																																																										
-0.0113	-1.12																																																																																																																																																																																																																																																										
-0.01129	-1.24																																																																																																																																																																																																																																																										
-0.01128	-1.36																																																																																																																																																																																																																																																										
-0.01127	-1.44																																																																																																																																																																																																																																																										
-0.01126	-1.52																																																																																																																																																																																																																																																										
-0.01125	-1.64																																																																																																																																																																																																																																																										
-0.01124	-1.68																																																																																																																																																																																																																																																										
-0.01123	-1.76																																																																																																																																																																																																																																																										
-0.01122	-1.8																																																																																																																																																																																																																																																										
-0.01121	-1.88																																																																																																																																																																																																																																																										
-0.0112	-1.92																																																																																																																																																																																																																																																										
-0.01119	-1.96																																																																																																																																																																																																																																																										
-0.01118	-2																																																																																																																																																																																																																																																										
-0.01117	-2.04																																																																																																																																																																																																																																																										
-0.01116	-2																																																																																																																																																																																																																																																										
-0.01115	-1.96																																																																																																																																																																																																																																																										
-0.01114	-1.92																																																																																																																																																																																																																																																										
-0.01113	-1.84																																																																																																																																																																																																																																																										
-0.01112	-1.8																																																																																																																																																																																																																																																										
-0.01111	-1.72																																																																																																																																																																																																																																																										
-0.0111	-1.64																																																																																																																																																																																																																																																										
-0.01109	-1.56																																																																																																																																																																																																																																																										
-0.01108	-1.48																																																																																																																																																																																																																																																										
-0.01107	-1.4																																																																																																																																																																																																																																																										
-0.01106	-1.28																																																																																																																																																																																																																																																										
-0.01105	-1.16																																																																																																																																																																																																																																																										
-0.01104	-1.04																																																																																																																																																																																																																																																										
-0.01103	-0.92																																																																																																																																																																																																																																																										
-0.01102	-0.8																																																																																																																																																																																																																																																										
-0.01101	-0.64																																																																																																																																																																																																																																																										
-0.011	-0.52																																																																																																																																																																																																																																																										
-0.01099	-0.36																																																																																																																																																																																																																																																										
-0.01098	-0.24																																																																																																																																																																																																																																																										
-0.01097	-0.08																																																																																																																																																																																																																																																										
-0.01096	0.08																																																																																																																																																																																																																																																										
-0.01095	0.24																																																																																																																																																																																																																																																										
-0.01094	0.4																																																																																																																																																																																																																																																										
-0.01093	0.52																																																																																																																																																																																																																																																										
-0.01092	0.72																																																																																																																																																																																																																																																										
-0.01091	0.84																																																																																																																																																																																																																																																										
-0.0109	1																																																																																																																																																																																																																																																										
-0.01089	1.16																																																																																																																																																																																																																																																										
-0.01088	1.28																																																																																																																																																																																																																																																										
-0.01087	1.44																																																																																																																																																																																																																																																										
-0.01086	1.56																																																																																																																																																																																																																																																										
-0.01085	1.72																																																																																																																																																																																																																																																										
-0.01084	1.88																																																																																																																																																																																																																																																										
-0.01083	1.96																																																																																																																																																																																																																																																										
-0.01082	2.08																																																																																																																																																																																																																																																										
